tcin,price,Region,Alcohol Percentage,Wine varietals,rating,taste,quality,value
80223172,10.99,Midwestern United States,11,Red Blend,5.0,5.0,5.0,5.0
47129445,21.99,"Alexander Valley, California",12.0,Cabernet Sauvignon,0.0,0.0,0.0,0.0
47133261,8.99,Great Lakes,12.5,Red Blend,5.0,0.0,0.0,0.0
47133012,16.99,California,12.0,Pinot Noir,0.0,0.0,0.0,0.0
54280023,84.99,"Napa Valley, California",15,Cabernet Sauvignon,0.0,0.0,0.0,0.0
87573549,14.99,California,14,Pinot Noir,5.0,5.0,5.0,5.0
81581732,69.99,"Paso Robles, California",15,Red Blend,0.0,0.0,0.0,0.0
47135910,32.99,"Napa Valley, California",14.8,Cabernet Sauvignon,5.0,0.0,0.0,0.0
47134341,16.99,Oregon,13.0,Pinot Noir,4.56,5.0,5.0,5.0
81322766,11.99,California,14,Cabernet Sauvignon,5.0,5.0,5.0,5.0
47133882,8.99,Mendoza,13.5,Malbec,5.0,5.0,5.0,5.0
81642298,18.99,"Paso Robles, California",15,Cabernet Sauvignon,5.0,5.0,5.0,5.0
80205302,8.99,United States,12,Muscadine,4.58,5.0,5.0,5.0
47132529,7.99,Midwestern United States,13.0,Red Blend,5.0,5.0,5.0,5.0
50476611,14.99,"Paso Robles, California",14.5,Red Blend,5.0,0.0,0.0,0.0
79182386,16.99,"Sonoma, California",14.5,Red Blend,0.0,0.0,0.0,0.0
51771542,16.99,Italy,14.5,Red Blend,5.0,0.0,0.0,0.0
81826928,23.99,"Willamette Valley, Oregon",14,Pinot Noir,0.0,0.0,0.0,0.0
14777972,14.99,California,13.9,Cabernet Sauvignon,5.0,5.0,5.0,5.0
51771541,16.99,Spain,14.5,Red Blend,3.67,5.0,5.0,5.0
82018230,15.99,Oregon,13,Pinot Noir,5.0,5.0,5.0,5.0
81642296,17.99,California,14,Pinot Noir,0.0,0.0,0.0,0.0
47129471,6.99,Midwestern United States,10,Red Blend,5.0,0.0,0.0,0.0
51759424,23.99,"Napa Valley, California",14.2,Merlot,4.67,0.0,0.0,0.0
47133270,9.99,California,13.5,Cabernet Sauvignon,4.86,0.0,0.0,0.0
13403807,19.99,California,14.5,Pinot Noir,4.48,0.0,0.0,0.0
51752181,10.99,Mendoza,13.5,Malbec,0.0,0.0,0.0,0.0
47134358,8.99,Rhone Valley,13.5,Red Blend,5.0,5.0,5.0,5.0
81826931,21.99,"Russian River Valley, California",14.5,Pinot Noir,5.0,0.0,0.0,0.0
47134292,11.99,"Alexander Valley, California",13.5,Cabernet Sauvignon,0.0,0.0,0.0,0.0
83478939,21.99,"Paso Robles, California",15,Cabernet Sauvignon,5.0,5.0,5.0,5.0
79347612,23.99,"Monterey, California",29,Pinot Noir,5.0,0.0,0.0,0.0
47133685,9.99,Mendoza,13.5,Cabernet Sauvignon,5.0,0.0,0.0,0.0
54217346,22.99,California,14,Cabernet Sauvignon,2.0,0.0,0.0,0.0
52525307,8.99,California,15,Red Blend,4.17,4.0,3.5,5.0
47982505,19.99,"Sonoma Coast, California",15.2,Zinfandel,4.67,4.67,5.0,4.67
47133544,12.99,Tuscany,13.0,Red Blend,0.0,0.0,0.0,0.0
47536395,79.99,"Napa Valley, California",14.5,Cabernet Sauvignon,5.0,0.0,0.0,0.0
17295368,14.99,Rhone Valley,14.0,Red Blend,0.0,0.0,0.0,0.0
83247272,19.99,"Russian River Valley, California",14.5,Pinot Noir,5.0,5.0,5.0,5.0
47536403,15.99,California,14,Cabernet Sauvignon,5.0,0.0,0.0,0.0
51986627,13.99,Midwestern United States,10,Fruit Varietal,0.0,0.0,0.0,0.0
79270595,13.99,"Willamette Valley, Oregon",13,Pinot Noir,0.0,0.0,0.0,0.0
81826936,7.99,Chile,12,Cabernet Sauvignon,5.0,5.0,5.0,5.0
86459252,19.99,"Central Coast, California",14,Cabernet Sauvignon,0.0,0.0,0.0,0.0
50392881,10.99,California,13.5,Pinot Noir,3.92,3.71,3.86,3.4
51760782,8.99,California,13.5,Pinot Noir,4.67,0.0,0.0,0.0
47132840,12.99,"Columbia Valley, Washington",13.7,Cabernet Sauvignon,4.0,0.0,0.0,0.0
47133272,14.99,California,13.0,Pinot Noir,5.0,0.0,0.0,0.0
53115302,13.99,"La Rioja, Spain",14,Grenache,4.75,0.0,0.0,0.0
52646879,11.99,France,12.0,Pinot Noir,0.0,0.0,0.0,0.0
47135998,24.99,Chianti,13.5,Chianti,5.0,0.0,0.0,0.0
47135941,35.99,California,15,Cabernet Sauvignon,4.49,0.0,0.0,0.0
47134346,6.99,Oregon,13.0,Pinot Noir,0.0,0.0,0.0,0.0
16343365,16.99,California,13.6,Cabernet Sauvignon,5.0,0.0,0.0,0.0
82018196,23.99,"Sonoma, California",14,Cabernet Sauvignon,5.0,5.0,5.0,5.0
47134278,11.99,South West France,13.5,Red Blend,3.67,5.0,5.0,4.5
52557286,14.99,California,14.5,Cabernet Sauvignon,4.94,0.0,0.0,0.0
50428325,9.99,France,13,Pinot Noir,4.0,3.0,5.0,5.0
86459247,19.99,"Napa, California",13,Cabernet Sauvignon,5.0,5.0,5.0,5.0
81594011,14.99,"Lodi, California",15,Cabernet Sauvignon,5.0,0.0,0.0,0.0
81581839,12.99,Chile,14.1,Pinot Noir,0.0,0.0,0.0,0.0
47134818,11.99,Southwestern United States,13.0,Red Blend,5.0,5.0,5.0,5.0
47537022,9.99,California,18,Red Blend,4.0,0.0,0.0,0.0
51759396,19.99,"Alexander Valley, California",14.5,Cabernet Sauvignon,0.0,0.0,0.0,0.0
51744476,14.99,"Sonoma, California",13.5,Pinot Noir,2.0,2.0,3.0,2.0
81902434,9.99,California,8,Pinot Noir,5.0,0.0,0.0,0.0
47136032,6.99,East Coast United States,11.0,Red Blend,4.3,4.0,4.0,4.0
50294808,13.99,"Columbia Valley, Washington",12.5,Cabernet Sauvignon,0.0,0.0,0.0,0.0
14766381,12.99,Australia,14.5,Syrah/Shiraz,0.0,0.0,0.0,0.0
52646877,15.99,California,13.5,Cabernet Sauvignon,5.0,0.0,0.0,0.0
52051074,9.99,"Columbia Valley, Washington",14.54,Red Blend,5.0,0.0,0.0,0.0
47133003,32.99,"Napa Valley, California",14.5,Merlot,0.0,0.0,0.0,0.0
13359280,9.99,California,13.5,Cabernet Sauvignon,0.0,0.0,0.0,0.0
47131873,15.99,"Lodi, California",12.0,Petit Syrah,4.76,0.0,0.0,0.0
81594008,11.99,"Columbia Valley, Washington",14,Cabernet Sauvignon,0.0,0.0,0.0,0.0
52702526,10.99,California,13.8,Cabernet Sauvignon,5.0,0.0,0.0,0.0
47134273,13.99,California,14.5,Cabernet Sauvignon,0.0,0.0,0.0,0.0
47134869,19.99,California,14.5,Red Blend,2.5,2.5,2.5,3.5
81581840,12.99,Chile,13.7,Cabernet Sauvignon,5.0,0.0,0.0,0.0
47136016,9.99,Oregon,4.5,Pinot Noir,0.0,0.0,0.0,0.0
81785982,22.99,"Paso Robles, California",14,Cabernet Sauvignon,5.0,5.0,5.0,4.85
51770676,56.99,California,14.1,Cabernet Sauvignon,0.0,0.0,0.0,0.0
47132838,6.99,Midwestern United States,12.0,Red Blend,5.0,0.0,0.0,0.0
47132871,7.99,East Coast United States,14.0,Red Blend,0.0,0.0,0.0,0.0
50648215,12.99,California,13.5,Pinot Noir,4.33,3.0,4.0,5.0
53586564,19.99,Midwestern United States,11,Cabernet Sauvignon,5.0,0.0,0.0,0.0
53213005,14.99,Chile,14,Cabernet Sauvignon,4.5,4.0,3.0,3.0
81786098,17.99,California,14.7,Cabernet Sauvignon,5.0,5.0,5.0,5.0
51494878,10.99,California,13.7,Red Blend,5.0,0.0,0.0,0.0
84720521,16.99,California,14,Red Blend,0.0,0.0,0.0,0.0
47911438,8.99,California,13.5,Red Blend,5.0,5.0,5.0,5.0
51774288,7.99,California,13.5,Cabernet Sauvignon,0.0,0.0,0.0,0.0
47134198,20.99,"Oakville, California",14.9,Zinfandel,0.0,0.0,0.0,0.0
85333534,44.99,California,14.5,Pinot Noir,4.81,0.0,0.0,0.0
47134102,8.99,Chile,13,Cabernet Sauvignon,5.0,0.0,0.0,0.0
51774119,11.99,"Monterey, California",14.5,Pinot Noir,3.86,0.0,0.0,0.0
53956280,24.99,"Willamette Valley, Oregon",13.5,Pinot Noir,0.0,0.0,0.0,0.0
47982124,21.99,California,13.5,Cabernet Sauvignon,0.0,0.0,0.0,0.0
81786056,31.99,"Napa Valley, California",14.5,Cabernet Sauvignon,0.0,0.0,0.0,0.0
47134283,15.99,"Livermore Valley, California",13.5,Merlot,0.0,0.0,0.0,0.0
47134853,16.99,California,14.1,Pinot Noir,0.0,0.0,0.0,0.0
47128414,12.99,"La Rioja, Spain",12.5,Tempranillo,4.35,0.0,0.0,0.0
53844094,17.99,California,14.5,Red Blend,4.75,4.0,4.0,4.0
53586467,14.99,Midwestern United States,11.5,Red Blend,5.0,5.0,5.0,5.0
53209682,15.99,"Lodi, California",14.5,Red Blend,0.0,0.0,0.0,0.0
13359374,13.99,"Paso Robles, California",13.5,Cabernet Sauvignon,5.0,,5.0,5.0
79319099,32.99,"Willamette Valley, Oregon",13.5,Pinot Noir,5.0,0.0,0.0,0.0
84729759,7.99,United States,13,Concord,0.0,0.0,0.0,0.0
81826935,33.99,"Napa Valley, California",15,Cabernet Sauvignon,0.0,0.0,0.0,0.0
53207823,9.99,"Lodi, California",15,Red Blend,4.71,0.0,0.0,0.0
14767788,8.99,California,13.5,Malbec,4.67,5.0,5.0,5.0
48638123,44.99,"Los Carneros, California",14.6,Pinot Noir,0.0,0.0,0.0,0.0
47128510,10.99,Chile,14,Cabernet Sauvignon,5.0,0.0,0.0,0.0
14771473,5.99,California,0,Red Blend,3.0,2.5,3.0,3.5
47135089,11.99,Chile,13.5,Red Blend,0.0,0.0,0.0,0.0
83817153,19.99,"Sonoma, California",14.5,Cabernet Sauvignon,0.0,0.0,0.0,0.0
50272152,34.99,California,13.9,Pinot Noir,5.0,0.0,0.0,0.0
47129051,11.99,California,13,Merlot,0.0,0.0,0.0,0.0
83481371,14.99,"Lodi, California",15,Zinfandel,0.0,0.0,0.0,0.0
81581731,99.99,"Napa Valley, California",15,Cabernet Sauvignon,5.0,0.0,0.0,0.0
13245210,9.99,"Paso Robles, California",14.5,Red Blend,0.0,0.0,0.0,0.0
81867711,7.99,East Coast United States,10,Muscadine,0.0,0.0,0.0,0.0
47131872,27.99,California,14.2,Cabernet Sauvignon,0.0,0.0,0.0,0.0
14779062,10.99,Languedoc-Roussillon,14.5,Pinot Noir,0.0,0.0,0.0,0.0
83445414,14.99,California,13.5,Cabernet Sauvignon,4.48,0.0,0.0,0.0
83472447,15.99,California,14,Red Blend,0.0,0.0,0.0,0.0
78649465,15.99,"Sonoma, California",14,Pinot Noir,0.0,0.0,0.0,0.0
81786049,25.99,"Livermore Valley, California",14,Cabernet Sauvignon,5.0,0.0,0.0,0.0
81581737,15.99,California,15,Cabernet Sauvignon,0.0,0.0,0.0,0.0
51774201,29.99,"Sonoma, California",14.5,Cabernet Sauvignon,4.73,0.0,0.0,0.0
47131349,30.99,"Willamette Valley, Oregon",13.0,Pinot Noir,0.0,0.0,0.0,0.0
80279644,16.99,"Columbia Valley, Washington",13.5,Pinot Noir,0.0,0.0,0.0,0.0
81995443,19.99,"Lodi, California",15,Cabernet Sauvignon,0.0,0.0,0.0,0.0
52308990,9.99,California,13.5,Zinfandel,0.0,0.0,0.0,0.0
47129523,18.99,"Sonoma, California",14.5,Merlot,0.0,0.0,0.0,0.0
13359296,9.99,"Sonoma, California",13.5,Merlot,1.0,0.0,0.0,0.0
47130526,9.99,California,13.5,Merlot,4.0,0.0,0.0,0.0
14894019,10.99,California,13.5,Pinot Noir,5.0,0.0,0.0,0.0
85645750,14.99,United States,13.5,Pinot Noir,0.0,0.0,0.0,0.0
13359287,9.99,"Sonoma, California",13.5,Cabernet Sauvignon,4.5,4.0,4.0,4.0
82000922,26.99,"Napa Valley, California",15,Cabernet Sauvignon,0.0,0.0,0.0,0.0
52407354,19.99,East Coast United States,14.5,Syrah/Shiraz,0.0,0.0,0.0,0.0
48326779,11.99,East Coast United States,13.6,Cabernet Sauvignon,0.0,0.0,0.0,0.0
83613769,11.99,Italy,7,Red Blend,0.0,0.0,0.0,0.0
83445802,6.49,East Coast United States,14,Muscadine,0.0,0.0,0.0,0.0
47133531,4.99,United States,13.5,Cabernet Sauvignon,5.0,0.0,0.0,0.0
86459245,19.99,"Red Hills Lake County, California",14.3,Pinot Noir,0.0,0.0,0.0,0.0
47127633,16.99,East Coast United States,13,Red Blend,0.0,0.0,0.0,0.0
47132985,17.99,Italy,14.5,Red Blend,4.65,0.0,0.0,0.0
54211183,15.99,Mendoza,14,Malbec,5.0,5.0,5.0,5.0
81786057,18.99,"Los Carneros, California",14.5,Pinot Noir,0.0,0.0,0.0,0.0
84738800,19.99,California,15,Red Blend,0.0,0.0,0.0,0.0
14766326,9.99,"Paso Robles, California",14,Cabernet Sauvignon,0.0,0.0,0.0,0.0
47134689,4.99,Chile,13.5,Red Moscato,0.0,0.0,0.0,0.0
54254559,46.99,"Sonoma, California",15,Zinfandel,0.0,0.0,0.0,0.0
82002496,14.99,Great Lakes,12.5,Red Blend,0.0,0.0,0.0,0.0
14778686,13.49,California,13.5,Pinot Noir,0.0,0.0,0.0,0.0
50097278,17.99,Washington,13.5,Cabernet Sauvignon,5.0,5.0,4.0,4.0
47134330,14.99,"Paso Robles, California",14.1,Merlot,1.0,0.0,0.0,0.0
52642868,49.99,"Paso Robles, California",10.0,Red Blend,5.0,0.0,0.0,0.0
14895036,12.99,New Zealand,12,Pinot Noir,3.75,1.0,1.0,1.0
47132542,14.99,California,13,Cabernet Sauvignon,0.0,0.0,0.0,0.0
81583843,24.99,California,16,Pinot Noir,5.0,5.0,5.0,5.0
54509249,10.99,Southwestern United States,12,Red Blend,5.0,5.0,5.0,5.0
51986639,10.99,Midwestern United States,10.5,Red Blend,0.0,0.0,0.0,0.0
13359375,13.99,"Monterey, California",13.5,Pinot Noir,0.0,0.0,0.0,0.0
85636609,19.99,Oregon,13.5,Pinot Noir,0.0,0.0,0.0,0.0
81581733,54.99,"Willamette Valley, Oregon",14,Pinot Noir,0.0,0.0,0.0,0.0
50452027,55.99,"Napa Valley, California",14.5,Cabernet Sauvignon,0.0,0.0,0.0,0.0
80350889,8.99,California,13.5,Cabernet Sauvignon,4.26,4.67,4.67,4.33
81867712,7.99,East Coast United States,11,Muscadine,4.0,0.0,0.0,0.0
81785852,34.99,"Russian River Valley, California",14,Pinot Noir,0.0,0.0,0.0,0.0
83434710,56.99,"Alexander Valley, California",14.5,Red Blend,5.0,0.0,0.0,0.0
14913774,14.99,California,13.0,Cabernet Sauvignon,5.0,5.0,5.0,
53336053,37.99,"Sonoma, California",14.9,Red Blend,0.0,0.0,0.0,0.0
14766409,9.99,California,13.5,Red Blend,5.0,0.0,0.0,0.0
85376508,49.99,Washington,15,Red Blend,0.0,0.0,0.0,0.0
81642207,86.99,"Rutherford, California",14,Cabernet Sauvignon,0.0,0.0,0.0,0.0
47130686,10.99,"Columbia Valley, Washington",14.5,Merlot,4.61,0.0,0.0,0.0
47131875,45.99,California,14.5,Cabernet Sauvignon,5.0,5.0,5.0,5.0
81786048,36.99,"Paso Robles, California",15.1,Cabernet Sauvignon,0.0,0.0,0.0,0.0
49090513,24.99,Australia,14.5,Syrah/Shiraz,0.0,0.0,0.0,0.0
80927859,12.99,Midwestern United States,13,Red Blend,0.0,0.0,0.0,0.0
81894165,25.99,United States,15,Red Blend,0.0,0.0,0.0,0.0
49090791,89.99,"Alexander Valley, California",13.5,Cabernet Sauvignon,0.0,0.0,0.0,0.0
51760796,8.99,California,13.5,Merlot,4.5,0.0,0.0,0.0
81826933,44.99,"Napa Valley, California",15,Cabernet Sauvignon,0.0,0.0,0.0,0.0
54659364,75.99,"Napa Valley, California",14.5,Cabernet Sauvignon,0.0,0.0,0.0,0.0
47133067,7.99,"Central Coast, California",13.0,Cabernet Sauvignon,0.0,0.0,0.0,0.0
53207445,10.99,Australia,14,Syrah/Shiraz,0.0,0.0,0.0,0.0
47546546,18.99,"Alexander Valley, California",14.0,Cabernet Sauvignon,4.0,4.0,4.0,4.0
47134298,23.99,"Monterey, California",14.2,Pinot Noir,0.0,0.0,0.0,0.0
81786051,49.99,"Napa Valley, California",15,Cabernet Sauvignon,0.0,0.0,0.0,0.0
84738976,13.99,California,14,Pinot Noir,0.0,0.0,0.0,0.0
82001046,32.99,"Napa Valley, California",15,Red Blend,0.0,0.0,0.0,0.0
81581841,14.99,"Lodi, California",14,Cabernet Sauvignon,0.0,0.0,0.0,0.0
52611343,129.99,"Oakville, California",14.9,Cabernet Sauvignon,0.0,0.0,0.0,0.0
50408940,26.99,Italy,15,Red Blend,4.75,5.0,5.0,5.0
81647973,149.99,"Napa Valley, California",15,Cabernet Sauvignon,0.0,0.0,0.0,0.0
47134301,13.99,"Central Coast, California",14.5,Red Blend,0.0,0.0,0.0,0.0
47135987,13.99,California,13.5,Malbec,3.75,0.0,0.0,0.0
81894237,24.99,"Central Coast, California",15,Red Blend,0.0,0.0,0.0,0.0
84724314,23.99,France,15,Cabernet Sauvignon,0.0,0.0,0.0,0.0
54509406,11.99,Southwestern United States,10,Red Blend,3.5,0.0,0.0,0.0
47134302,13.99,"Paso Robles, California",13.5,Cabernet Sauvignon,0.0,0.0,0.0,0.0
52607952,39.99,"Sonoma Coast, California",13.9,Pinot Noir,0.0,0.0,0.0,0.0
81826934,31.99,"Napa Valley, California",14,Red Blend,0.0,0.0,0.0,0.0
81894240,17.99,California,14.5,Cabernet Sauvignon,0.0,0.0,0.0,0.0
51759020,10.99,"Central Coast, California",14.5,Merlot,5.0,0.0,0.0,0.0
51752632,13.99,"Paso Robles, California",13.5,Merlot,0.0,0.0,0.0,0.0
47134832,9.99,Spain,14.0,Grenache,3.75,3.67,3.67,3.67
83641006,15.99,"Mount Veeder, California",14,Cabernet Sauvignon,0.0,0.0,0.0,0.0
47129352,20.99,"Russian River Valley, California",12.0,Pinot Noir,0.0,0.0,0.0,0.0
49098773,62.99,"Sonoma, California",14.0,Cabernet Sauvignon,0.0,0.0,0.0,0.0
81642300,19.99,"Paso Robles, California",15,Pinot Noir,5.0,5.0,5.0,5.0
81593987,19.99,"Sonoma, California",14.5,Cabernet Sauvignon,0.0,0.0,0.0,0.0
51744827,12.99,California,13.5,Merlot,0.0,0.0,0.0,0.0
47127526,8.99,California,13.5,Pinot Noir,3.0,1.0,,
84806467,13.99,"Paso Robles, California",14,Cabernet Sauvignon,0.0,0.0,0.0,0.0
47132434,39.99,California,14,Pinot Noir,0.0,0.0,0.0,0.0
83439721,12.99,"Central Coast, California",14,Pinot Noir,0.0,0.0,0.0,0.0
53817345,11.99,Washington,13.9,Cabernet Sauvignon,4.5,5.0,5.0,5.0
47127530,9.99,Mendoza,12.0,Malbec,5.0,5.0,5.0,4.88
47127724,6.99,Australia,13,Syrah/Shiraz,0.0,0.0,0.0,0.0
79182403,9.99,California,13,Red Blend,3.67,3.67,4.0,4.0
81827124,18.99,"Columbia Valley, Washington",14,Cabernet Sauvignon,0.0,0.0,0.0,0.0
52607951,149.99,Tuscany,13.6,Sangiovese,5.0,0.0,0.0,0.0
49127682,22.99,"Napa Valley, California",14.8,Red Blend,0.0,0.0,0.0,0.0
50395471,9.99,Spain,13.5,Tempranillo,3.75,4.0,3.5,5.0
86037601,42.99,California,14,Cabernet Sauvignon,4.82,0.0,0.0,0.0
54082332,51.99,"Santa Lucia Highlands, California",15,Pinot Noir,0.0,0.0,0.0,0.0
47128924,10.99,Mendoza,13,Malbec,0.0,0.0,0.0,0.0
83481856,59.99,"Napa Valley, California",15,Cabernet Sauvignon,0.0,0.0,0.0,0.0
47128489,8.99,Midwestern United States,14.7,Syrah/Shiraz,0.0,0.0,0.0,0.0
47532271,8.99,Chile,13.5,Malbec,0.0,0.0,0.0,0.0
47128499,4.99,California,12.0,Merlot,0.0,0.0,0.0,0.0
51752446,10.99,California,13.5,Cabernet Sauvignon,4.0,4.0,4.0,5.0
14767776,11.99,California,14.5,Pinot Noir,0.0,0.0,0.0,0.0
52642893,99.99,"Willamette Valley, Oregon",14.4,Pinot Noir,0.0,0.0,0.0,0.0
